"MSSubClass","LotFrontage","LotArea","Street","Alley","Utilities","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrArea","AgeBuilt","AgeRemodAdd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageAge","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","MiscFeaturePres","MoSold","YrSold","MSZoning.C..all.","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.BlmCCC","Neighborhood.BlMiNAmNpkSaSW","Neighborhood.GNwSaW","Neighborhood.NoNri","Neighborhood.STV","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","MasVnrType.BrkFace","MasVnrType.Others","MasVnrType.Stone","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageType.None","PavedDrive.N","PavedDrive.P","PavedDrive.Y","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","Fence.None","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial","TotalSqFeet","TotalPorchSF","PoolArea","PoolQC","SalePrice"
1,82,164660,0,1,1,1,1,0,5,6,1,1,0,0,0,56,56,4,5,5,5,2,1,1249,2,147,103,1,1,1,1619,167,0,2,0,2,0,1,1,4,7,2,3,45,1,2,529,6,6,670,0,8,2008,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1786,0,0,1,12.3412589180852
1,70,9135,1,1,1,1,1,1,7,5,1,1,1,1,113,19,18,3,5,3,5,1,3,810,7,0,726,1,1,1,1536,0,0,1,0,2,0,1,1,3,7,0,4,8,3,2,532,6,6,192,1,12,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1536,74,0,1,12.273731294004
1,91,14145,1,1,1,1,1,1,7,7,1,1,0,0,0,37,23,3,5,3,5,3,1,213,7,0,995,1,1,1,1621,0,0,1,0,2,0,1,1,3,8,0,4,26,3,2,440,6,6,108,0,5,2006,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1621,45,0,1,12.2184951655287
1,66,12400,1,1,1,0,1,1,6,7,0,1,0,0,176,63,23,4,5,5,1,4,6,585,7,0,630,1,5,1,1215,0,0,0,0,1,0,1,1,4,6,0,4,52,4,1,297,6,6,0,1,6,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1215,234,0,1,11.9511803959014
0,85,14191,1,1,1,1,1,0,8,5,1,1,1,1,0,19,19,3,5,3,5,4,7,0,7,0,967,1,1,1,993,915,0,0,0,2,1,1,1,3,9,0,4,8,1,2,431,6,6,135,1,4,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1908,0,0,1,12.2204685258139
1,60,8400,1,1,1,0,1,1,4,4,1,1,0,0,0,71,71,2,2,5,1,4,7,0,7,0,721,1,3,1,841,0,0,0,0,1,0,1,1,4,4,0,4,60,4,1,294,6,6,250,1,9,2009,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,841,24,0,1,11.3144745262464
1,73,8544,1,1,1,1,1,1,3,4,1,1,0,0,340,72,71,4,5,4,3,5,5,0,5,0,0,0,2,0,1040,0,0,0,0,2,0,1,1,4,6,0,4,61,4,2,400,6,6,0,1,5,2006,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1040,0,0,1,11.3793940723457
1,36,2592,1,1,1,1,1,0,5,3,1,1,1,1,0,45,45,4,5,3,5,4,6,129,2,232,175,1,5,1,536,576,0,0,0,1,1,1,1,4,4,0,4,34,4,1,336,6,6,182,1,4,2010,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1112,0,0,1,11.3504065354725
1,65,6435,1,1,1,1,1,0,6,5,1,1,0,0,0,82,71,4,5,5,5,4,7,0,7,0,972,1,3,1,972,605,0,0,0,1,0,1,1,2,6,1,3,71,4,1,312,6,6,0,1,10,2006,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1577,0,0,1,11.8508252535826
0,56,20431,1,1,1,1,1,0,9,5,0,1,1,1,870,16,15,1,5,1,5,4,3,1410,7,0,438,1,1,1,1848,880,0,1,0,2,1,1,1,1,10,2,1,4,1,3,706,6,6,0,1,4,2006,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2728,0,0,1,12.9880408147445
0,68,7820,1,1,1,1,1,1,9,5,0,1,0,0,362,14,14,1,5,1,5,4,7,0,7,0,1869,1,1,1,1869,0,0,0,0,2,0,1,1,1,6,1,3,3,3,2,617,6,6,210,1,12,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1869,54,0,1,12.6699984672658
0,80,5271,1,1,1,1,1,1,7,5,1,1,0,0,0,35,35,4,5,3,5,2,3,1082,7,0,371,1,3,1,1453,0,0,1,0,1,1,1,1,3,6,1,6,24,3,2,445,6,6,0,1,12,2006,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1453,264,0,1,12.1547793511426
1,60,9084,1,1,1,0,1,0,5,6,1,1,1,1,0,80,71,4,5,5,1,3,4,236,6,380,0,1,5,0,616,495,0,0,1,1,0,1,1,4,5,0,4,69,4,1,200,6,2,48,1,3,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1111,0,0,1,11.4616321705827
1,60,8520,1,1,1,1,1,1,6,8,1,1,1,1,0,93,18,4,3,5,5,4,7,0,7,0,624,1,3,1,720,0,0,0,0,1,0,1,1,4,5,0,4,5,4,2,484,6,6,106,1,5,2010,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,720,0,0,1,11.5702505315895
1,60,8400,1,1,1,1,1,0,6,5,1,1,0,0,0,81,21,4,5,5,5,4,4,388,7,0,552,1,1,1,1192,403,0,0,0,1,0,1,1,4,6,2,3,70,4,1,240,6,6,0,1,6,2006,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1595,108,0,1,11.8493977015914
1,105,11249,1,1,1,1,1,1,6,5,1,1,1,1,0,26,26,3,3,3,2,4,1,334,2,544,322,1,1,1,1200,0,0,1,0,2,0,1,1,3,6,0,4,15,3,2,521,6,6,0,1,8,2007,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1200,26,0,1,12.0867258878976
0,44,4224,1,1,1,1,1,1,5,5,1,1,1,1,0,45,45,4,5,3,5,4,1,874,7,0,268,1,5,1,1142,0,0,1,0,1,1,1,1,4,6,1,5,34,1,2,528,6,6,536,1,8,2007,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1142,90,0,1,11.805595078933
1,92,6930,1,1,1,1,1,0,5,4,0,1,0,1,120,63,63,4,5,5,5,1,2,300,6,294,468,1,1,1,1352,0,0,0,1,1,0,1,1,3,6,0,4,52,4,1,288,6,6,168,1,7,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1352,294,0,1,11.7752897294377
0,78,12011,1,1,1,1,1,0,8,5,1,1,1,1,530,23,23,3,5,3,5,1,3,956,7,0,130,1,1,1,1086,838,0,1,0,2,1,1,1,3,7,1,6,12,3,2,592,6,6,208,1,6,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1924,449,0,1,12.5425448821514
1,74,7540,1,1,1,1,1,0,6,6,1,1,1,1,0,43,43,4,5,3,5,1,3,773,7,0,115,1,1,1,912,0,0,1,0,1,0,1,1,4,5,1,6,32,3,2,470,6,6,0,1,6,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,912,192,0,1,11.9576112862317
1,51,9144,1,0,1,1,1,0,5,5,1,1,0,0,0,81,39,4,5,5,5,4,6,399,7,0,484,1,3,1,988,517,0,1,0,1,0,1,1,4,8,0,4,70,4,1,240,6,6,0,1,7,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1505,0,0,1,11.8844890214027
1,64,7301,1,1,1,1,1,0,7,5,1,1,0,0,500,18,18,3,5,4,3,5,5,0,5,0,0,1,1,1,495,1427,0,0,0,3,0,1,1,3,7,1,1,7,3,2,672,6,6,0,1,7,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1922,177,0,1,12.1985443791094
1,21,1680,1,1,1,1,1,0,6,8,1,1,0,0,510,49,14,4,5,5,5,4,1,162,7,0,321,1,3,1,483,504,0,0,0,1,1,1,1,3,5,0,4,38,4,1,264,6,6,250,1,5,2009,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,987,0,0,1,11.6784399034478
0,80,18800,1,1,1,1,1,0,6,5,1,1,0,0,120,45,45,4,5,3,5,3,3,712,7,0,84,1,5,1,790,784,0,1,0,2,1,1,1,4,6,1,6,34,1,2,566,6,6,306,1,7,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1574,111,0,1,12.1547793511426
1,59,10690,1,1,1,1,1,0,5,7,0,1,1,1,0,101,24,4,3,5,1,4,6,456,7,0,216,1,3,1,672,672,0,0,0,1,0,1,1,4,6,0,4,46,4,1,468,6,2,0,1,7,2009,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1344,346,0,1,11.8981878657609
1,73,9500,1,1,1,1,1,1,6,5,1,1,0,0,247,58,58,4,5,3,5,4,2,609,7,0,785,1,3,1,1394,0,0,1,0,1,1,1,1,4,6,2,3,47,3,2,514,6,6,0,1,7,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1394,261,0,1,11.9766594812024
1,101,9150,1,1,1,1,1,0,6,5,1,0,0,0,305,59,59,4,5,3,5,2,3,371,7,0,728,1,3,1,1431,0,0,0,1,1,0,1,1,4,6,1,3,48,3,1,296,6,6,64,1,12,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1431,110,0,1,12.0137007528827
1,78,7800,1,1,1,1,1,1,5,6,1,1,0,0,200,67,67,4,5,5,5,4,4,540,7,0,728,1,3,1,1268,0,0,0,0,1,0,1,1,4,7,1,3,56,1,1,244,6,6,0,1,3,2010,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1268,98,0,1,11.7905572015685
1,73,9830,1,1,1,1,1,1,5,7,1,1,0,0,0,62,15,4,3,5,5,4,1,72,6,258,733,1,1,1,1287,0,0,1,0,1,0,1,1,3,7,1,3,13,1,2,576,6,6,364,1,3,2010,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1287,199,0,1,11.9953516142145
0,64,8121,1,1,1,1,1,0,6,5,1,1,1,1,0,21,21,4,5,3,5,4,7,0,7,0,953,1,1,1,953,711,0,0,0,2,1,1,1,4,7,1,6,10,3,2,460,6,6,100,1,1,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1664,40,0,1,12.0575726372117
1,80,17120,1,1,1,0,1,0,4,4,1,1,0,0,0,62,62,4,5,4,3,5,5,0,5,0,0,1,5,1,1120,468,0,0,0,2,0,1,1,4,7,1,3,19,1,2,680,6,6,0,1,7,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1588,59,0,1,11.8088137739691
0,65,8200,1,1,1,1,1,0,7,5,1,1,1,1,0,18,17,3,5,3,5,4,7,0,7,0,847,1,1,1,847,1081,0,0,0,2,1,1,1,3,8,1,3,7,1,2,434,6,6,100,1,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1928,48,0,1,12.2991075114974
1,65,10020,1,1,1,1,1,1,1,1,1,1,0,0,0,99,71,2,2,2,4,2,2,350,7,0,333,1,3,0,904,0,0,1,0,0,1,1,1,2,4,0,4,0,2,0,0,1,4,0,1,3,2009,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,904,0,0,1,11.0186291431554
1,57,8846,1,1,1,1,1,0,5,5,1,1,1,1,0,25,25,3,5,3,5,1,3,298,7,0,572,1,1,1,914,0,0,0,0,1,0,1,1,4,5,0,4,12,4,2,576,6,6,0,1,7,2006,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,914,0,0,1,11.9049675527463
0,60,8123,1,1,1,1,1,0,6,5,1,1,1,1,16,21,21,4,5,3,5,4,7,0,7,0,982,1,1,1,1007,793,0,0,0,2,1,1,1,4,7,1,6,10,1,2,463,6,6,100,1,6,2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1800,63,0,1,12.0951410848229
1,60,7200,1,0,1,1,1,1,7,5,1,1,1,1,0,15,15,3,5,3,2,4,7,0,7,0,1293,1,1,1,1301,0,0,1,0,2,0,1,1,3,5,1,3,4,3,2,572,6,6,216,1,8,2006,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1301,121,0,1,12.1428665696264
0,79,9245,1,1,1,1,1,0,7,5,1,1,1,1,0,15,15,3,5,3,5,1,7,0,7,0,939,1,1,1,939,858,0,0,0,2,1,1,1,3,8,0,4,4,3,2,639,6,6,144,1,4,2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1797,53,0,1,12.2713921116508
0,80,53107,1,1,1,0,1,0,6,5,1,1,0,0,0,29,29,3,5,3,5,1,3,985,7,0,595,1,1,1,1079,874,0,1,0,2,1,1,1,3,9,2,2,18,1,2,501,6,6,216,1,6,2007,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1953,231,0,1,12.3883942023241
1,58,8410,1,1,1,0,1,0,5,3,0,1,0,1,0,111,25,4,2,5,5,4,7,0,7,0,658,1,5,1,658,526,0,0,0,1,0,1,1,4,8,0,4,0,2,0,0,1,4,0,1,5,2006,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1184,151,0,1,11.3022044336546
1,72,7200,1,1,1,1,1,0,6,6,0,1,0,0,255,45,45,4,5,5,5,1,1,631,7,0,410,1,1,1,1125,0,0,1,0,1,0,1,1,4,6,1,2,33,4,1,352,6,6,296,1,10,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1125,0,0,1,11.7360690162844
1,93,9382,1,1,1,1,1,1,7,5,1,1,1,1,125,22,21,3,5,3,5,4,7,0,7,0,1468,1,1,1,1479,0,0,0,0,2,0,1,1,3,6,0,4,11,3,2,577,6,6,120,1,7,2008,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1479,25,0,1,12.1600287070288
0,96,12474,1,1,1,1,1,0,10,5,1,1,1,1,272,14,13,1,5,1,5,1,3,1280,7,0,402,1,1,1,1742,590,0,1,0,2,1,1,1,1,9,1,1,2,1,3,846,6,6,196,1,8,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2332,134,0,1,12.9621946252515
1,50,8405,1,0,1,1,1,0,5,8,1,1,0,0,0,121,71,4,5,5,2,4,6,241,2,391,229,1,1,1,961,406,0,1,0,1,0,1,1,4,7,0,4,32,4,1,384,6,6,0,1,4,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1367,242,0,1,11.6868787720937
